x,y
420.6440919676902, 1175.521447725764
416.8550124600248, 1318.4302430263915
396.6169931266601, 1356.7936626802511
389.5038786161241, 1356.7936626802511
392.1562227478063, 1382.9874516635177
424.4676130031921, 1363.2952285641645
439.11793932126807, 1423.2293440691408
410.306066673376, 1471.6605479772252
416.8550124600248, 1478.7125399452073
395.7207981109485, 1464.6421870155211
442.1081326246399, 1500.0719173025832
398.4154766347754, 1536.3586936308848
412.1666241053065, 1566.0191029698237
395.7207981109485, 1588.6395867120061
403.8600072372196, 1603.9011433305934
415.9130876536871, 1634.8655038328614
429.29592489787575, 1642.6995511731986
398.4154766347754, 1650.5711381751087
402.9474459203734, 1666.4276515649087
420.6440919676902, 1674.4129403125153
409.37893985268664, 1706.7385771693077
426.39238681506845, 1723.134673330116
404.7746352458033, 1731.3916942122598
393.93447862549044, 1790.3093834354252
403.8600072372196, 1807.5083178247146
409.37893985268664, 1807.5083178247146
424.4676130031921, 1816.1696454364935
428.3258886290669, 1807.5083178247146
414.035618346338, 1842.403447987006
393.93447862549044, 1842.403447987006
405.6913346265926, 1877.9722514580392
378.2161319429656, 1877.9722514580392
397.5152177690934, 1905.0987665189446
407.5309662796878, 1941.8779441161491
423.50848677890815, 1960.5329495927858
448.14974345260185, 1988.8520190269796
451.20143923130513, 2046.7232374998011
433.1980883435193, 2066.3854584547316
400.22211547406675, 2056.5308496229723
414.97329121887935, 2036.9623979575424
436.1479701561373, 2106.278381119134
410.306066673376, 2146.941462745021
398.4154766347754, 2219.999933745654
383.38462921645214, 2230.637863615564
405.6913346265926, 2252.066894048824
413.1000642376654, 2295.5445182605886
404.7746352458033, 2317.5970863376756
426.39238681506845, 2317.5970863376756
420.6440919676902, 2351.0737962405183
412.1666241053065, 2385.034063062087
409.37893985268664, 2454.4333074543947
437.13572121403615, 2478.012269732295
387.74562286774056, 2501.8177476219284
413.1000642376654, 2574.61514032219
415.9130876536871, 2649.5307770028485
426.39238681506845, 2700.6817014111966
440.11241651429924, 2700.6817014111966
454.27391566929026, 1877.9722514580392
450.18190530328746, 1611.5868137766422
445.11868778342847, 1596.2521259085704
1049.1102025290988, 1619.3093128828948
1300.6278269631084, 1423.2293440691408
1315.4224464231206, 1287.290650734893
1395.1108755263706, 1262.909359621279
1379.4199964752631, 1215.5233765578084
1280.1944847391019, 1164.3360406915272
1280.1944847391019, 1104.6918486743468
1271.5359039693833, 1088.9622494549428
1243.0946974726662, 1088.9622494549428
1212.5435862812901, 1068.337299215043
1193.4940799226115, 1038.13
1185.421896350208, 1008.7768139255696
1185.421896350208, 980.2535908930715
1153.675443142286, 943.4732157203871
1158.9068535310648, 903.7422806307787
1117.7108560294146, 925.6038284788632
1085.319812732171, 934.4958108723953
1092.7103466763415, 899.4323264429484
1075.543464650233, 895.1429264612223
1056.2541655084979, 903.7422806307787
1030.2949698636191, 908.0728875176014
1007.2497440867116, 930.0391928520797
1002.7029276111198, 890.8739826624256
982.4949132667883, 890.8739826624256
975.8498201471349, 874.0008251478912
954.0224017015007, 861.5560128561184
941.1610040181433, 878.1889151306156
930.5757209838499, 908.0728875176014
951.8666944673192, 912.424246068266
936.9125180945919, 938.973784384319
930.5757209838499, 961.6875831689541
947.5698820884842, 989.6705762200903
920.1094911364576, 1013.6107316378217
895.4682954605013, 1033.1791497001884
877.4214386485125, 1028.2519100451827
851.993935948793, 1018.4678128091534
794.2931568652076, 980.2535908930715
780.047932183387, 943.4732157203871
851.993935948793, 916.7964557218506
889.4118058759934, 908.0728875176014
885.3969205148571, 957.1012873683732
932.6832102208804, 1043.1045740835302
960.518860036233, 1028.2519100451827
982.4949132667883, 1003.965949205674
1009.5308781704808, 994.412939507633
1025.6441251538577, 999.1780275382292
1058.6462806638604, 1028.2519100451827
1070.6883641411537, 994.412939507633
1085.319812732171, 994.412939507633
1087.7777533086246, 970.9262107486056
1102.6427362570062, 1063.2423900628955
1102.6427362570062, 1078.6004767891725
1092.7103466763415, 1126.0186472669561
1095.1850247093955, 1158.7833127709991
1110.1512314258964, 1169.9153765093392
1058.6462806638604, 1221.3479949456314
986.9500952911088, 1147.757173653843
969.2496710388677, 1147.757173653843
960.518860036233, 1109.9853778476704
967.0595562953785, 1099.4235643841253
984.7199847020905, 1053.1253488707375
1018.7071928326395, 1053.1253488707375
1037.3108096722713, 1099.4235643841253
1158.9068535310648, 1104.6918486743468
1166.7984817301237, 1120.6486553031234
1209.8037250620528, 1153.257065854477
1207.0700548281006, 1169.9153765093392
1265.7960758568279, 1038.13
1297.6889307584056, 1018.4678128091534
1283.093761001157, 980.2535908930715
1306.5256017370755, 934.4958108723953
1321.387308285056, 908.0728875176014
1280.1944847391019, 841.2071903692752
1234.687040690213, 895.1429264612223
1209.8037250620528, 878.1889151306156
1180.0707946591986, 861.5560128561184
1188.1065396646266, 809.6440149346884
1193.4940799226115, 794.309353399434
1127.8704922901945, 833.2028746312589
1097.6653071840894, 825.2747221395479
1046.7396350780505, 833.2028746312589
1002.7029276111198, 857.4472453178013
964.8743903310665, 837.1954665286739
939.0343583741081, 809.6440149346884
924.2817827279598, 779.2651304273785
909.7609754790543, 790.5212857196436
871.4870087738447, 757.2313635824272
850.0687720449611, 750.0261007289539
821.707860799763, 771.8502102757461
831.0547737719533, 691.4846373455769
792.4983735338512, 656.0626963891888
918.0304134515484, 681.6386552059664
971.4447457691113, 753.6201211335829
1044.37442415678, 779.2651304273785
1070.6883641411537, 750.0261007289539
1058.6462806638604, 708.2116676168557
1105.1399083264585, 721.8841570213224
887.4020926232721, 845.2381378306626
871.4870087738447, 857.4472453178013
911.8213252398082, 1109.9853778476704
930.5757209838499, 1175.521447725764
1324.3798745721028, 1058.1717785733767
1407.7919897540319, 1033.1791497001884
1440.0013642823124, 1018.4678128091534
1496.4575681550173, 999.1780275382292
1440.0013642823124, 1389.6145345287587
1923.6027976317855, 521.5454321411681
1963.1675754259925, 485.4567248034315
1927.9592106575246, 467.2417642725493
1932.3254897192637, 441.192738138172
1976.535853083945, 430.77234459800536
1976.535853083945, 416.5959618119986
1994.501935470455, 451.8652012526598
2030.925502570461, 460.5887544767456
2063.3413552554866, 469.4807216009119
2068.014236355289, 424.6386193030638
2091.537863199567, 432.83654555678584
2129.733499086217, 414.60921232740884
2149.092099359618, 439.08868642992195
2168.626663153666, 458.39220301094593
2188.3387899208146, 497.19993483677945
2223.2671355195153, 476.26217210180414
2218.243445259195, 469.4807216009119
2258.752976754578, 478.54435396564
2279.2843230531203, 462.7958315106295
2279.2843230531203, 460.5887544767456
2300.002292760758, 449.71025248218245
2315.664261534303, 465.01348454965023
2342.0049032123634, 451.8652012526598
2347.3088779618597, 418.5922315228569
2347.3088779618597, 410.6640926454175
2390.1754006261845, 422.6135143203659
2433.8247511418317, 424.6386193030638
2433.8247511418317, 439.08868642992195
2455.9474441985353, 451.8652012526598
2495.147124567184, 456.2061269167116
2500.7979228754325, 439.08868642992195
2546.4674603812578, 400.9647456519937
2569.614039845725, 439.08868642992195
2604.728996710807, 492.4689419150389
2670.3574541965813, 462.7958315106295
2737.639478881637, 471.7304077003344
2762.5237512035415, 443.306872168577
2787.6342136479107, 443.306872168577
2903.4859642569854, 460.5887544767456
2943.163434418757, 492.4689419150389
2956.5093852736654, 465.01348454965023
3031.001261681058, 465.01348454965023
3149.833666574766, 456.2061269167116
3178.464652989303, 443.306872168577
3164.1167759745526, 536.7212568672883
3236.5097310633164, 519.0581777904785
3401.657840309772, 467.2417642725493
3471.623342933008, 445.4311368342168
2428.3252852871447, 483.14157778760625
2395.588467846667, 478.54435396564
2284.4462535340576, 418.5922315228569
2294.805211882685, 399.0525415626941
2238.4065727980555, 430.77234459800536
2149.092099359618, 519.0581777904785
2021.7577211041478, 424.6386193030638
1880.5764196786974, 436.99466896115126
1876.3270727188144, 456.2061269167116
1855.2239319757955, 485.4567248034315
1710.1273328197528, 432.83654555678584
